RLD,RS,TE_code,active_ingredients,company,dosageform_route,drug_class,drug_name,marketing_status,review_priority,strength,use,rare,hereditary,medical_area,specific,gender,year
Yes,No,None,aripiprazole lauroxil,ALKERMES INC,"SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",Type 1 - New Molecular Entity,Aristada,Prescription,STANDARD,662MG/2.4ML (275.83MG/ML),To treat adults with schizophrenia,no,no,mental health,schizophrenia,adults,10/5/2015
Yes,Yes,None,aripiprazole lauroxil,ALKERMES INC,"SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",Type 1 - New Molecular Entity,Aristada,Prescription,STANDARD,882MG/3.2ML (275.63MG/ML),To treat adults with schizophrenia,no,no,mental health,schizophrenia,adults,10/5/2015
Yes,No,None,aripiprazole lauroxil,ALKERMES INC,"SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",Type 1 - New Molecular Entity,Aristada,Prescription,STANDARD,1064MG/3.9ML (272.82MG/ML),To treat adults with schizophrenia,no,no,mental health,schizophrenia,adults,10/5/2015
No,No,None,idarucizumab,BOEHRINGER INGELHEIM,INJECTABLE;INJECTION,,Praxbind,Prescription,N/A,2.5G/50ML,For use in patients who are taking the anticoagulant Pradaxa (dabigatran) during emergency situations when there is a need to reverse Pradaxa’s blood-thinning effects.,no,no,cardiovascular,cardiovascular,adults,10/5/2015
Yes,No,None,patiromer for oral suspension,RELYPSA INC,POWDER;ORAL,Type 1 - New Molecular Entity,Veltassa,Prescription,STANDARD,EQ 8.4GM BASE/PACKET,"To treat hyperkalemia, a serious condition in which the amount of potassium in the blood is too high.",yes,no,cardiovascular,anemia,adults,10/16/2015
Yes,No,None,patiromer for oral suspension,RELYPSA INC,POWDER;ORAL,Type 1 - New Molecular Entity,Veltassa,Prescription,STANDARD,EQ 16.8GM BASE/PACKET,"To treat hyperkalemia, a serious condition in which the amount of potassium in the blood is too high.",no,no,cardiovascular,anemia,adults,10/21/2015
Yes,Yes,None,patiromer for oral suspension,RELYPSA INC,POWDER;ORAL,Type 1 - New Molecular Entity,Veltassa,Prescription,STANDARD,EQ 25.2GM BASE/PACKET,"To treat hyperkalemia, a serious condition in which the amount of potassium in the blood is too high.",no,no,cardiovascular,anemia,adults,10/21/2015
Yes,Yes,None,trabectedin,JANSSEN PRODS,POWDER;INTRAVENOUS,Type 1 - New Molecular Entity,Yondelis,Prescription,PRIORITY; Orphan,1MG/VIAL,To treat specific soft tissue sarcomas (STS) – liposarcoma and leiomyosarcoma – that cannot be removed by surgery ,no,no,cancer,muscle,adults,10/21/2015
No,No,None,asfotase alfa,ALEXION PHARM,SOLUTION;INJECTION,,Strensiq,Prescription,N/A; Orphan,18MG/0.45ML,"To treat perinatal, infantile and juvenile-onset hypophosphatasia (HPP).",no,no,metabolic,metabolic,adults,10/23/2015
No,No,None,asfotase alfa,ALEXION PHARM,SOLUTION;INJECTION,,Strensiq,Prescription,N/A; Orphan,28MG/0.7ML,"To treat perinatal, infantile and juvenile-onset hypophosphatasia (HPP).",yes,yes,metabolic,metabolic,"infant, children and adult",10/23/2015
No,No,None,asfotase alfa,ALEXION PHARM,SOLUTION;INJECTION,,Strensiq,Prescription,N/A; Orphan,40MG/ML,"To treat perinatal, infantile and juvenile-onset hypophosphatasia (HPP).",yes,yes,metabolic,metabolic,"infant, children and adult",10/23/2015
No,No,None,asfotase alfa,ALEXION PHARM,SOLUTION;INJECTION,,Strensiq,Prescription,N/A; Orphan,80MG/0.8ML,"To treat perinatal, infantile and juvenile-onset hypophosphatasia (HPP).",yes,yes,metabolic,metabolic,"infant, children and adult",10/23/2015
No,No,None,mepolizumab,GLAXOSMITHKLINE LLC,INJECTABLE;SUBCUTANEOUS LYOPHILIZED POWER,,Nucala,Prescription,N/A,100MG,,yes,yes,metabolic,metabolic,"infant, children and adult",10/23/2015
Yes,Yes,None,"a fixed-dose combination tablet containing elvitegravir, cobicistat, emtricitabine, and tenofovir alafenamide",GILEAD SCIENCES INC,TABLET;ORAL,Type 1 - New Molecular Entity and Type 4 - New Combination,Genvoya,Prescription,STANDARD,150MG;150MG;200MG;EQ 10MG BASE,For use as a complete regimen for the treatment of HIV-1 infection in adults and pediatric patients 12 years of age and older,yes,yes,HIV,liver,"infant, children and adult",11/4/2015
Yes,Yes,None,cobimetinib,GENENTECH INC,TABLET;ORAL,Type 1 - New Molecular Entity,Cotellic,Prescription,PRIORITY; Orphan,EQ 20MG BASE,"To be used in combination with vemurafenib to treat advanced melanoma that has spread to other parts of the body or can’t be removed by surgery, and that has a certain type of abnormal gene (BRAF V600E or V600K mutation)",yes,yes,cancer,skin,children and adults,11/5/2015
Yes,No,None,osimertinib,ASTRAZENECA,TABLET;ORAL,Type 1 - New Molecular Entity,Tagrisso,Prescription,PRIORITY; Orphan,EQ 40MG BASE,To treat certain patients with non-small cell lung cancer,no,no,cancer,lung,adults,11/10/2015
Yes,Yes,None,osimertinib,ASTRAZENECA,TABLET;ORAL,Type 1 - New Molecular Entity,Tagrisso,Prescription,PRIORITY; Orphan,EQ 80MG BASE,To treat certain patients with non-small cell lung cancer,no,no,cancer,lung,adults,11/13/2015
TBD,No,None,daratumumab,JANSSEN BIOTECH,INJECTABLE;INJECTION,,Darzalex,Prescription,N/A; Orphan,100MG/5ML,To treat patients with multiple myeloma who have received at least three prior treatments.,no,no,cancer,blood,adults,11/13/2015
TBD,No,None,daratumumab,JANSSEN BIOTECH,INJECTABLE;INJECTION,,Darzalex,Prescription,N/A; Orphan,400MG/20ML,To treat patients with multiple myeloma who have received at least three prior treatments.,no,no,cancer,blood,adults,11/16/2015
Yes,No,None,ixazomib,MILLENNIUM PHARMS,CAPSULE;ORAL,Type 1 - New Molecular Entity,Ninlaro,Prescription,PRIORITY; Orphan,EQ 2.3MG BASE,To treat people with multiple myeloma who have received at least one prior therapy,no,no,cancer,blood,adults,11/16/2015
Yes,No,None,ixazomib,MILLENNIUM PHARMS,CAPSULE;ORAL,Type 1 - New Molecular Entity,Ninlaro,Prescription,PRIORITY; Orphan,EQ 3MG BASE,To treat people with multiple myeloma who have received at least one prior therapy,no,no,cancer,blood,adults,11/20/2015
Yes,Yes,None,ixazomib,MILLENNIUM PHARMS,CAPSULE;ORAL,Type 1 - New Molecular Entity,Ninlaro,Prescription,PRIORITY; Orphan,EQ 4MG BASE,To treat people with multiple myeloma who have received at least one prior therapy,no,no,cancer,blood,adults,11/20/2015
